
TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,45.0,36.0,71,30.05,10.0,NE,4.6,-,N/A,,Mostly Cloudy,50,2016-04-24 05:51:00<br />
1:51 AM,45.0,37.0,74,30.04,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-04-24 06:51:00<br />
2:51 AM,42.1,37.0,82,30.05,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2016-04-24 07:51:00<br />
3:51 AM,43.0,37.0,80,30.04,10.0,Calm,Calm,-,N/A,,Clear,0,2016-04-24 08:51:00<br />
4:51 AM,43.0,37.9,82,30.04,10.0,SE,4.6,-,N/A,,Partly Cloudy,140,2016-04-24 09:51:00<br />
5:51 AM,41.0,37.0,86,30.04,10.0,SSE,6.9,-,N/A,,Scattered Clouds,160,2016-04-24 10:51:00<br />
6:51 AM,46.9,41.0,80,30.05,10.0,SSE,6.9,-,N/A,,Mostly Cloudy,160,2016-04-24 11:51:00<br />
7:51 AM,51.1,43.0,74,30.03,10.0,SSE,9.2,-,N/A,,Mostly Cloudy,160,2016-04-24 12:51:00<br />
8:51 AM,57.0,46.0,67,30.01,10.0,SSE,11.5,-,N/A,,Scattered Clouds,150,2016-04-24 13:51:00<br />
9:51 AM,61.0,46.9,60,29.98,10.0,South,10.4,-,N/A,,Mostly Cloudy,180,2016-04-24 14:51:00<br />
10:51 AM,64.0,46.9,54,29.96,10.0,South,10.4,-,N/A,,Mostly Cloudy,170,2016-04-24 15:51:00<br />
11:51 AM,69.1,50.0,51,29.95,10.0,South,12.7,19.6,N/A,,Mostly Cloudy,180,2016-04-24 16:51:00<br />
12:51 PM,71.1,52.0,51,29.93,10.0,South,13.8,-,N/A,,Mostly Cloudy,190,2016-04-24 17:51:00<br />
1:51 PM,73.0,53.1,49,29.90,10.0,SSW,11.5,-,N/A,,Mostly Cloudy,200,2016-04-24 18:51:00<br />
2:51 PM,75.9,52.0,43,29.88,10.0,South,9.2,-,N/A,,Mostly Cloudy,180,2016-04-24 19:51:00<br />
3:51 PM,75.9,53.1,45,29.85,10.0,SSE,9.2,-,N/A,,Mostly Cloudy,160,2016-04-24 20:51:00<br />
4:51 PM,77.0,52.0,42,29.83,10.0,SSE,11.5,-,N/A,,Mostly Cloudy,160,2016-04-24 21:51:00<br />
5:51 PM,72.0,52.0,49,29.82,10.0,East,11.5,-,N/A,,Mostly Cloudy,90,2016-04-24 22:51:00<br />
6:51 PM,70.0,51.1,51,29.80,10.0,East,6.9,-,N/A,,Overcast,80,2016-04-24 23:51:00<br />
7:51 PM,66.9,50.0,54,29.80,10.0,East,6.9,-,N/A,,Mostly Cloudy,90,2016-04-25 00:51:00<br />
8:51 PM,64.9,51.1,61,29.80,10.0,SSE,10.4,-,N/A,,Mostly Cloudy,150,2016-04-25 01:51:00<br />
9:51 PM,68.0,51.1,55,29.81,10.0,South,12.7,-,N/A,,Mostly Cloudy,180,2016-04-25 02:51:00<br />
10:51 PM,68.0,50.0,52,29.82,10.0,South,16.1,-,N/A,,Mostly Cloudy,190,2016-04-25 03:51:00<br />
11:51 PM,64.9,51.1,61,29.83,10.0,South,12.7,-,N/A,,Mostly Cloudy,190,2016-04-25 04:51:00<br />
