
TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,42.1,27.0,55,30.06,10.0,NW,6.9,-,N/A,,Mostly Cloudy,310,2016-05-15 05:51:00<br />
1:51 AM,39.9,28.0,63,30.06,10.0,West,4.6,-,N/A,,Scattered Clouds,260,2016-05-15 06:51:00<br />
2:51 AM,39.0,28.9,67,30.06,10.0,West,4.6,-,N/A,,Scattered Clouds,260,2016-05-15 07:51:00<br />
3:51 AM,39.0,30.9,73,30.07,10.0,West,4.6,-,N/A,,Partly Cloudy,270,2016-05-15 08:51:00<br />
4:51 AM,37.0,30.9,79,30.07,10.0,West,3.5,-,N/A,,Scattered Clouds,260,2016-05-15 09:51:00<br />
5:51 AM,36.0,30.9,82,30.08,10.0,West,3.5,-,N/A,,Scattered Clouds,270,2016-05-15 10:51:00<br />
6:51 AM,39.0,32.0,76,30.10,10.0,WNW,4.6,-,N/A,,Scattered Clouds,290,2016-05-15 11:51:00<br />
7:51 AM,44.1,30.9,60,30.10,10.0,NW,8.1,-,N/A,,Scattered Clouds,310,2016-05-15 12:51:00<br />
8:51 AM,43.0,28.9,58,30.13,10.0,NNW,16.1,-,N/A,,Scattered Clouds,330,2016-05-15 13:51:00<br />
9:51 AM,45.0,24.1,44,30.15,10.0,NW,16.1,23.0,N/A,,Partly Cloudy,320,2016-05-15 14:51:00<br />
10:51 AM,46.9,23.0,39,30.15,10.0,NNW,18.4,27.6,N/A,,Partly Cloudy,330,2016-05-15 15:51:00<br />
11:51 AM,48.0,23.0,37,30.15,10.0,NNW,16.1,24.2,N/A,,Scattered Clouds,340,2016-05-15 16:51:00<br />
12:51 PM,50.0,26.1,39,30.14,10.0,NW,12.7,21.9,N/A,,Mostly Cloudy,320,2016-05-15 17:51:00<br />
1:51 PM,51.1,24.1,35,30.14,10.0,NW,12.7,28.8,N/A,,Mostly Cloudy,320,2016-05-15 18:51:00<br />
2:51 PM,52.0,27.0,38,30.14,10.0,West,16.1,23.0,N/A,,Mostly Cloudy,270,2016-05-15 19:51:00<br />
3:51 PM,55.0,28.0,35,30.13,10.0,West,13.8,21.9,N/A,,Scattered Clouds,270,2016-05-15 20:51:00<br />
4:51 PM,54.0,27.0,35,30.12,10.0,WNW,13.8,-,N/A,,Scattered Clouds,300,2016-05-15 21:51:00<br />
5:51 PM,55.0,28.0,35,30.11,10.0,West,11.5,-,N/A,,Scattered Clouds,270,2016-05-15 22:51:00<br />
6:51 PM,55.0,27.0,34,30.10,10.0,NW,12.7,-,N/A,,Partly Cloudy,310,2016-05-15 23:51:00<br />
7:51 PM,52.0,28.0,40,30.12,10.0,West,6.9,-,N/A,,Partly Cloudy,280,2016-05-16 00:51:00<br />
8:51 PM,51.1,28.9,43,30.12,10.0,WSW,4.6,-,N/A,,Partly Cloudy,240,2016-05-16 01:51:00<br />
9:51 PM,48.9,30.0,48,30.13,10.0,SSW,4.6,-,N/A,,Partly Cloudy,210,2016-05-16 02:51:00<br />
10:51 PM,48.0,30.9,52,30.14,10.0,SSW,8.1,-,N/A,,Partly Cloudy,200,2016-05-16 03:51:00<br />
11:51 PM,46.9,30.9,54,30.13,10.0,SSW,8.1,-,N/A,,Partly Cloudy,200,2016-05-16 04:51:00<br />
