
TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,37.0,24.1,59,29.87,10.0,NW,10.4,-,N/A,,Mostly Cloudy,310,2016-04-08 05:51:00<br />
1:51 AM,37.0,23.0,57,29.85,10.0,North,6.9,-,N/A,,Mostly Cloudy,350,2016-04-08 06:51:00<br />
2:51 AM,35.1,25.0,67,29.83,10.0,WSW,6.9,-,N/A,,Scattered Clouds,250,2016-04-08 07:51:00<br />
3:51 AM,34.0,27.0,75,29.83,10.0,West,5.8,-,N/A,,Scattered Clouds,260,2016-04-08 08:51:00<br />
4:51 AM,34.0,27.0,75,29.81,10.0,West,4.6,-,N/A,,Mostly Cloudy,270,2016-04-08 09:51:00<br />
5:51 AM,34.0,28.9,82,29.81,10.0,West,3.5,-,N/A,,Mostly Cloudy,280,2016-04-08 10:51:00<br />
6:51 AM,35.1,28.9,78,29.80,10.0,WSW,3.5,-,N/A,,Overcast,250,2016-04-08 11:51:00<br />
7:51 AM,36.0,30.9,82,29.80,7.0,West,9.2,-,0.00,Rain-Snow,Light Rain,270,2016-04-08 12:51:00<br />
8:06 AM,35.1,32.0,89,29.78,1.5,WSW,8.1,-,0.00,Snow,Light Snow,250,2016-04-08 13:06:00<br />
8:35 AM,33.1,32.0,96,29.78,1.5,SW,5.8,-,0.02,Snow,Light Snow,230,2016-04-08 13:35:00<br />
8:46 AM,33.8,32.0,93,29.77,1.0,SSW,3.5,-,0.03,Snow,Light Snow,210,2016-04-08 13:46:00<br />
8:51 AM,33.1,32.0,96,29.79,1.0,SSW,4.6,-,0.03,Snow,Light Snow,210,2016-04-08 13:51:00<br />
9:28 AM,34.0,33.1,96,29.77,4.0,WSW,8.1,-,0.02,Snow,Light Snow,240,2016-04-08 14:28:00<br />
9:51 AM,36.0,34.0,93,29.78,4.0,West,10.4,-,0.02,,Overcast,260,2016-04-08 14:51:00<br />
10:03 AM,37.0,35.1,93,29.77,5.0,WNW,9.2,-,0.00,Rain,Light Rain,290,2016-04-08 15:03:00<br />
10:51 AM,41.0,34.0,76,29.78,8.0,WNW,18.4,-,0.00,,Overcast,300,2016-04-08 15:51:00<br />
11:34 AM,36.0,32.0,86,29.79,2.5,NW,20.7,28.8,0.01,Snow,Light Snow,310,2016-04-08 16:34:00<br />
11:44 AM,37.0,34.0,89,29.79,6.0,NW,18.4,25.3,0.01,Rain,Light Rain,310,2016-04-08 16:44:00<br />
11:51 AM,37.0,33.1,86,29.81,10.0,NW,21.9,27.6,0.01,Rain,Light Rain,310,2016-04-08 16:51:00<br />
12:49 PM,39.2,30.2,70,29.78,10.0,NNW,15.0,24.2,0.00,,Overcast,330,2016-04-08 17:49:00<br />
12:51 PM,41.0,30.0,65,29.80,10.0,NNW,18.4,24.2,0.00,,Overcast,330,2016-04-08 17:51:00<br />
1:24 PM,39.9,28.9,65,29.78,10.0,NW,12.7,-,0.00,,Overcast,310,2016-04-08 18:24:00<br />
1:43 PM,36.0,30.9,82,29.80,1.5,WNW,23.0,31.1,0.00,Snow,Light Snow,290,2016-04-08 18:43:00<br />
1:51 PM,35.1,32.0,89,29.82,1.5,WNW,19.6,29.9,0.00,Snow,Light Snow,290,2016-04-08 18:51:00<br />
2:01 PM,37.0,33.1,86,29.80,6.0,WNW,19.6,25.3,0.00,Snow,Light Snow,290,2016-04-08 19:01:00<br />
2:46 PM,35.6,28.4,75,29.80,2.0,NW,25.3,39.1,0.00,Snow,Light Snow,320,2016-04-08 19:46:00<br />
2:51 PM,35.1,30.0,82,29.83,1.5,NW,19.6,39.1,0.00,Snow,Light Snow,320,2016-04-08 19:51:00<br />
2:56 PM,35.1,30.0,82,29.81,7.0,NW,17.3,31.1,0.00,Snow,Light Snow,320,2016-04-08 19:56:00<br />
3:51 PM,39.9,26.1,58,29.82,10.0,WNW,20.7,27.6,0.00,,Overcast,290,2016-04-08 20:51:00<br />
4:30 PM,37.0,25.0,62,29.81,2.5,NNW,26.5,34.5,0.00,Snow,Light Snow,330,2016-04-08 21:30:00<br />
4:33 PM,35.1,27.0,72,29.82,1.5,NNW,17.3,34.5,0.00,Snow,Light Snow,330,2016-04-08 21:33:00<br />
4:40 PM,36.0,26.1,67,29.82,5.0,NW,18.4,24.2,0.00,Snow,Light Snow,310,2016-04-08 21:40:00<br />
4:51 PM,37.0,26.1,65,29.84,9.0,NW,18.4,28.8,0.00,,Overcast,320,2016-04-08 21:51:00<br />
5:51 PM,36.0,21.0,55,29.85,9.0,NW,16.1,35.7,0.00,Snow,Light Snow,310,2016-04-08 22:51:00<br />
6:51 PM,37.0,16.0,42,29.86,10.0,NW,16.1,28.8,0.00,,Scattered Clouds,310,2016-04-08 23:51:00<br />
7:51 PM,34.0,19.0,54,29.89,10.0,North,13.8,24.2,N/A,,Scattered Clouds,350,2016-04-09 00:51:00<br />
8:51 PM,32.0,21.0,64,29.93,10.0,NNW,20.7,31.1,N/A,,Scattered Clouds,330,2016-04-09 01:51:00<br />
9:51 PM,32.0,23.0,69,29.95,10.0,NNW,20.7,29.9,N/A,,Overcast,330,2016-04-09 02:51:00<br />
9:57 PM,30.9,24.1,76,29.93,2.5,NNW,24.2,32.2,0.00,Snow,Light Snow,330,2016-04-09 02:57:00<br />
10:01 PM,30.0,25.0,82,29.94,1.8,NW,20.7,32.2,0.00,Snow,Light Snow,320,2016-04-09 03:01:00<br />
10:06 PM,30.0,25.0,82,29.94,1.2,NW,18.4,28.8,0.00,Snow,Light Snow,320,2016-04-09 03:06:00<br />
10:09 PM,30.0,25.0,82,29.94,0.8,NW,25.3,38.0,0.00,Snow,Light Snow,320,2016-04-09 03:09:00<br />
10:15 PM,28.9,27.0,92,29.94,0.1,NNW,18.4,38.0,0.01,Fog-Snow,Heavy Snow,340,2016-04-09 03:15:00<br />
10:26 PM,28.9,27.0,92,29.95,0.8,NNW,16.1,-,0.03,Snow,Light Snow,330,2016-04-09 03:26:00<br />
10:30 PM,28.9,27.0,92,29.95,1.8,NNW,13.8,-,0.03,Snow,Light Snow,330,2016-04-09 03:30:00<br />
10:33 PM,28.9,27.0,92,29.95,3.0,NNW,12.7,-,0.03,Snow,Light Snow,340,2016-04-09 03:33:00<br />
10:38 PM,28.9,26.1,89,29.95,9.0,NNW,12.7,-,0.03,,Overcast,340,2016-04-09 03:38:00<br />
10:46 PM,28.4,26.6,93,29.96,4.0,NNW,15.0,-,0.03,Snow,Light Snow,340,2016-04-09 03:46:00<br />
10:47 PM,28.9,26.1,89,29.98,3.0,NNW,16.1,-,0.03,Snow,Light Snow,340,2016-04-09 03:47:00<br />
10:50 PM,28.9,26.1,89,29.96,1.8,NNW,17.3,-,0.00,Snow,Light Snow,340,2016-04-09 03:50:00<br />
11:01 PM,28.9,26.1,89,29.96,2.0,North,17.3,31.1,0.01,Snow,Light Snow,360,2016-04-09 04:01:00<br />
11:06 PM,28.9,26.1,89,29.97,6.0,North,19.6,27.6,0.01,Snow,Light Snow,360,2016-04-09 04:06:00<br />
11:36 PM,28.9,23.0,78,29.99,9.0,North,23.0,28.8,0.01,,Overcast,350,2016-04-09 04:36:00<br />
11:51 PM,28.9,19.9,69,30.02,9.0,North,23.0,32.2,0.01,,Overcast,360,2016-04-09 04:51:00<br />
