
TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,44.1,39.9,85,29.61,10.0,NW,8.1,-,N/A,,Overcast,320,2016-04-01 05:51:00<br />
1:14 AM,44.1,39.9,85,29.62,10.0,NW,9.2,-,N/A,,Overcast,320,2016-04-01 06:14:00<br />
1:25 AM,43.0,39.9,89,29.61,10.0,NW,8.1,-,N/A,,Overcast,320,2016-04-01 06:25:00<br />
1:38 AM,43.0,39.9,89,29.62,10.0,NW,12.7,-,N/A,,Overcast,320,2016-04-01 06:38:00<br />
1:51 AM,43.0,39.9,89,29.63,10.0,NW,9.2,-,N/A,,Overcast,320,2016-04-01 06:51:00<br />
2:51 AM,42.1,35.1,76,29.65,10.0,NNW,10.4,-,0.00,Rain,Light Rain,330,2016-04-01 07:51:00<br />
3:51 AM,41.0,35.1,79,29.66,10.0,North,6.9,-,0.00,,Overcast,360,2016-04-01 08:51:00<br />
4:27 AM,41.0,35.1,79,29.65,10.0,NNE,5.8,-,N/A,,Overcast,20,2016-04-01 09:27:00<br />
4:40 AM,41.0,34.0,76,29.64,10.0,NNE,5.8,-,N/A,,Scattered Clouds,30,2016-04-01 09:40:00<br />
4:51 AM,39.9,34.0,79,29.66,10.0,NNE,5.8,-,N/A,,Scattered Clouds,30,2016-04-01 09:51:00<br />
5:10 AM,41.0,34.0,76,29.66,10.0,NE,3.5,-,N/A,,Overcast,40,2016-04-01 10:10:00<br />
5:51 AM,41.0,34.0,76,29.67,10.0,Calm,Calm,-,N/A,,Overcast,0,2016-04-01 10:51:00<br />
6:47 AM,41.0,33.8,76,29.67,10.0,NE,4.6,-,N/A,,Overcast,40,2016-04-01 11:47:00<br />
6:51 AM,41.0,35.1,79,29.68,10.0,Calm,Calm,-,N/A,,Overcast,0,2016-04-01 11:51:00<br />
7:51 AM,42.1,35.1,76,29.70,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2016-04-01 12:51:00<br />
8:51 AM,42.1,33.1,70,29.72,10.0,North,6.9,-,0.00,Rain,Light Rain,10,2016-04-01 13:51:00<br />
9:51 AM,43.0,34.0,71,29.73,10.0,NNE,8.1,-,0.00,Rain,Light Rain,30,2016-04-01 14:51:00<br />
10:15 AM,42.1,34.0,73,29.73,10.0,Variable,3.5,-,0.00,Rain,Light Rain,0,2016-04-01 15:15:00<br />
10:51 AM,43.0,34.0,71,29.75,10.0,Calm,Calm,-,0.00,,Overcast,0,2016-04-01 15:51:00<br />
11:51 AM,44.1,36.0,73,29.76,10.0,Variable,4.6,-,0.00,,Mostly Cloudy,0,2016-04-01 16:51:00<br />
12:51 PM,46.9,35.1,63,29.76,10.0,SW,4.6,-,N/A,,Mostly Cloudy,230,2016-04-01 17:51:00<br />
1:13 PM,48.0,34.0,58,29.74,10.0,SW,8.1,-,N/A,,Mostly Cloudy,220,2016-04-01 18:13:00<br />
1:51 PM,48.0,34.0,58,29.74,10.0,West,11.5,-,N/A,,Mostly Cloudy,280,2016-04-01 18:51:00<br />
2:51 PM,48.0,34.0,58,29.73,10.0,West,9.2,-,N/A,,Overcast,270,2016-04-01 19:51:00<br />
3:51 PM,46.9,37.9,71,29.75,10.0,SW,15.0,-,0.02,,Mostly Cloudy,230,2016-04-01 20:51:00<br />
4:51 PM,46.0,37.9,73,29.74,10.0,WSW,6.9,-,0.00,Rain,Light Rain,240,2016-04-01 21:51:00<br />
5:06 PM,44.1,39.0,82,29.75,3.0,West,19.6,27.6,0.01,Rain,Rain,260,2016-04-01 22:06:00<br />
5:08 PM,43.0,39.0,86,29.75,2.0,West,20.7,27.6,0.03,Rain,Rain,260,2016-04-01 22:08:00<br />
5:14 PM,42.1,37.9,85,29.75,3.0,West,18.4,31.1,0.05,Rain,Rain,280,2016-04-01 22:14:00<br />
5:17 PM,43.0,39.0,86,29.75,5.0,West,10.4,31.1,0.05,Rain,Light Rain,270,2016-04-01 22:17:00<br />
5:34 PM,44.1,39.0,82,29.75,10.0,West,15.0,25.3,0.06,,Overcast,270,2016-04-01 22:34:00<br />
5:51 PM,41.0,37.0,86,29.78,9.0,WNW,23.0,33.4,0.06,Rain,Light Rain,290,2016-04-01 22:51:00<br />
6:01 PM,41.0,37.0,86,29.77,7.0,NW,18.4,26.5,0.00,Rain,Light Rain,310,2016-04-01 23:01:00<br />
6:51 PM,42.1,37.0,82,29.78,10.0,WNW,8.1,-,0.00,,Mostly Cloudy,300,2016-04-01 23:51:00<br />
7:51 PM,39.9,36.0,86,29.80,10.0,WSW,5.8,-,N/A,,Partly Cloudy,250,2016-04-02 00:51:00<br />
8:51 PM,41.0,26.1,55,29.82,10.0,WNW,17.3,-,N/A,,Partly Cloudy,290,2016-04-02 01:51:00<br />
9:51 PM,39.0,24.1,55,29.83,10.0,WNW,17.3,24.2,N/A,,Clear,290,2016-04-02 02:51:00<br />
10:51 PM,37.9,24.1,57,29.83,10.0,WNW,13.8,-,N/A,,Partly Cloudy,290,2016-04-02 03:51:00<br />
11:51 PM,37.0,23.0,57,29.81,10.0,West,15.0,-,N/A,,Partly Cloudy,280,2016-04-02 04:51:00<br />
